Fruit,Date,EU,EU+UK,BE,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,UK
Apples Braeburn,2010/12,60.9382,60.9382,46.2429,,,,56.156,,,,,,,71.5,,,,,,,29.215,62.6667,,,,,,,,
Apples Braeburn,2010/11,62.4767,62.4767,42.79,,,,57.776,,,,,,,71.5,,,,,,,37.4442,70.4,,,,,,,,
Apples Braeburn,2010/10,66.1867,66.1867,55.5,,,,58.75,,,,,,,72.8462,,,,,,,45.83,79,,,,,,,,
Apples Braeburn,2010/09,75.64,75.64,100,,,,,,,,,,,71,,,,,,,,,,,,,,,,
Apples Braeburn,2010/08,81.25,81.25,110,,,,,,,,,,,,,,,,,,,52.5,,,,,,,,
Apples Braeburn,2010/07,61.3517,61.3517,120,,,,,,,,,,,52,,,,,,,,51.8,,,,,,,,
Apples Braeburn,2010/06,52.1018,52.1018,82.825,,,,,,,,,,,52.5667,,,,,,,22.64,48.4,,,,,,,,
Apples Braeburn,2010/05,55.1359,55.1359,90,,,,46.185,,,,,,,53.5,,,,,,,,49,,,,,,,,
Apples Braeburn,2010/04,51.4037,51.4037,48.96,,,,45.515,,,,,,,53.5,,,,,,,59.495,48,,,,,,,,
Apples Braeburn,2010/03,47.7795,47.7795,36.8273,,,,44.26,,,,,,,53.5,,,,,,,36.7723,47.625,,,,,,,,
Apples Braeburn,2010/02,46.4375,46.4375,36.3444,,,,41.3725,,,,,,,53,,,,,,,27.3113,52.6,,,,,,,,
Apples Braeburn,2010/01,47.5438,47.5438,51.33,,,,38.14,,,,,,,53,,,,,,,26.215,57.6,,,,,,,,
Apples Braeburn,2009/12,48.3159,48.3159,47.0091,,,,36.454,,,,,,,53,,,,,,,24.7867,75.25,,,,,,,,
Apples Braeburn,2009/11,48.4452,48.4452,45.275,,,,34.7067,,,,,,,54.5,,,,,,,25.8514,73.3333,,,,,,,,
Apples Braeburn,2009/10,49.6485,49.6485,45.42,,,,33.175,,,,,,,55,,,,,,,28.495,84,,,,,,,,
Apples Braeburn,2009/09,138.5833,138.5833,138.5833,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2009/08,136.0143,136.0143,136.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2009/07,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2009/06,71.857,71.857,126.32,,,,,,,,,,,70,,,,,,,32,67,,,,,,,,
Apples Braeburn,2009/05,66.7824,66.7824,140.1125,,,,40.55,,,,,,,70,,,,,,,31.365,71,,,,,,,,
Apples Braeburn,2009/04,68.3087,68.3087,105.0429,,,,50.275,,,,,,,70,,,,,,,50.38,81.2,,,,,,,,
Apples Braeburn,2009/03,62.4394,62.4394,61.8,,,,54.795,,,,,,,70,,,,,,,37.275,65.75,,,,,,,,
Apples Braeburn,2009/02,60.676,60.676,53.52,,,,51.952,,,,,,,70,,,,,,,33.5855,65.6,,,,,,,,
Apples Braeburn,2009/01,61.9746,61.9746,57.89,,,,48.878,,,,,,,71.5,,,,,,,39.4923,68,,,,,,,,
Apples Braeburn,2008/12,63.7979,63.7979,46.42,,,,47.256,,,,,,,78,,,,,,,38.882,68.75,,,,,,,,
Apples Braeburn,2008/11,67.7053,67.7053,54.1667,,,,46.212,,,,,,,85,,,,,,,36.5117,70,,,,,,,,
Apples Braeburn,2008/10,72.6217,72.6217,90,,,,46.5267,,,,,,,85,,,,,,,50.2593,71.3333,,,,,,,,
Apples Braeburn,2008/09,85,85,,,,,,,,,,,,85,,,,,,,,,,,,,,,,
Apples Braeburn,2008/08,145.02,145.02,145.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2008/07,137.2,137.2,137.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2008/06,85.4759,85.4759,131.7,,,,,,,,,,,80,,,,,,,,68,,,,,,,,
Apples Braeburn,2008/05,81.0379,81.0379,95.025,,,,,,,,,,,80,,,,,,,,72.5,,,,,,,,
Apples Braeburn,2008/04,70.8414,70.8414,93.075,,,,59.91,,,,,,,76.6667,,,,,,,46.862,66.6,,,,,,,,
Apples Braeburn,2008/03,73.5404,73.5404,174.15,,,,53.9267,,,,,,,70,,,,,,,45.1891,64,,,,,,,,
Apples Braeburn,2008/02,62.1232,62.1232,75.4556,,,,47.6775,,,,,,,70,,,,,,,40.2633,61.8,,,,,,,,
Apples Braeburn,2008/01,58.6498,58.6498,56.2333,,,,42.302,,,,,,,70,,,,,,,36.743,60.1667,,,,,,,,
Apples Braeburn,2007/12,58.1364,58.1364,49.5556,,,,41.4117,,,,,,,70,,,,,,,38,62.2,,,,,,,,
Apples Braeburn,2007/11,58.2577,58.2577,45.2167,,,,40.234,,,,,,,70,,,,,,,38.4625,70,,,,,,,,
Apples Braeburn,2007/10,60.4981,60.4981,59.2375,,,,41.095,,,,,,,70,,,,,,,43.7786,72.25,,,,,,,,
Apples Braeburn,2007/09,73.0524,73.0524,106.5,,,,,,,,,,,70,,,,,,,55.63,,,,,,,,,
Apples Braeburn,2007/08,119.4,119.4,119.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2007/07,117.2286,117.2286,117.2286,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2007/06,78.0517,78.0517,106.125,,,,,,,,,,,75,,,,,,,,66,,,,,,,,
Apples Braeburn,2007/05,71.981,71.981,112.6667,,,,,,,,,65.8182,,75,,,,,,,44.7,72,,,,,,,,
Apples Braeburn,2007/04,70.0622,70.0622,86.5833,,,,,,,,,65.1,,75,,,,,,,50.65,70.6,,,,,,,,
Apples Braeburn,2007/03,66.5942,66.5942,65.0818,,,,52.76,,,,,66.5833,,75,,,,,,,54.7489,67,,,,,,,,
Apples Braeburn,2007/02,70.3143,70.3143,134.7444,,,,48.0825,,,,,69.1667,,75,,,,,,,41.5711,65.5,,,,,,,,
Apples Braeburn,2007/01,62.9737,62.9737,47.2857,,,,44.566,,,,,67.0769,,75,,,,,,,38.2238,62.2,,,,,,,,
Apples Braeburn,2006/12,62.6226,62.6226,41.4571,,,,41.952,,,,,68.1667,,75,,,,,,,38.0038,63.6,,,,,,,,
Apples Braeburn,2006/11,66.1531,66.1531,74.9143,,,,41.608,,,,,72.3,,75,,,,,,,33.2942,69.8333,,,,,,,,
Apples Braeburn,2006/10,73.348,73.348,104.15,,,,43.8033,,,,,86,,75,,,,,,,40.6,73,,,,,,,,
Apples Braeburn,2006/09,67.49,67.49,108.1,,,,,,,,,,,,,,,,,,26.88,,,,,,,,,
Apples Braeburn,2006/08,91.35,91.35,91.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2006/07,65.6798,65.6798,116.4286,,,,,,,,,,,63,,,,,,,,29,,,,,,,,
Apples Braeburn,2006/06,65.1379,65.1379,118.5,,,,,,,,,,,63,,,,,,,,23,,,,,,,,
Apples Braeburn,2006/05,60.5859,60.5859,81.15,,,,55,,,,,,,63,,,,,,,46.1686,54.3333,,,,,,,,
Apples Braeburn,2006/04,57.4481,57.4481,57.15,,,,47.5,,,,,,,62.7368,,,,,,,56.6117,53.2,,,,,,,,
Apples Braeburn,2006/03,52.8536,52.8536,56.35,,,,41.4475,,,,,,,58,,,,,,,48.8554,52,,,,,,,,
Apples Braeburn,2006/02,50.3786,50.3786,42.3,,,,39.47,,,,,,,58,,,,,,,43.6173,49.75,,,,,,,,
Apples Braeburn,2006/01,50.7289,50.7289,48.38,,,,37.5767,,,,,,,58,,,,,,,37.4258,57.8,,,,,,,,
Apples Braeburn,2005/12,50.3611,50.3611,41.03,,,,41.54,,,,,,,58,,,,,,,35.9963,53.8,,,,,,,,
Apples Braeburn,2005/11,51.3141,51.3141,43,,,,41.992,,,,,,,58,,,,,,,37.5658,59.25,,,,,,,,
Apples Braeburn,2005/10,53.2353,53.2353,61.2286,,,,42.4,,,,,,,58,,,,,,,38.8425,59,,,,,,,,
Apples Braeburn,2005/09,67.7667,67.7667,67.7667,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2005/08,81.9182,81.9182,81.9182,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2005/07,60.2675,60.2675,90.68,,,,,,,,,,,,,,,,,,29.855,,,,,,,,,
Apples Braeburn,2005/06,62.6333,62.6333,125.5444,,,,36.76,,,,,,,66.8571,,,,,,,29.729,68.6667,,,,,,,,
Apples Braeburn,2005/05,64.503,64.503,102.5545,,,,46.67,,,,,,,68,,,,,,,52.72,60,,,,,,,,
Apples Braeburn,2005/04,63.3408,63.3408,99.8375,,,,40,,,,,,,68,,,,,,,63.4408,54.8,,,,,,,,
Apples Braeburn,2005/03,62.3328,62.3328,74.2667,,,,43.64,,,,,,,69.619,,,,,,,50.938,65.6,,,,,,,,
Apples Braeburn,2005/02,60.3094,60.3094,49.7625,,,,42.42,,,,,,,70,,,,,,,50.7413,69.8,,,,,,,,
Apples Braeburn,2005/01,59.0694,59.0694,42.6667,,,,45.0367,,,,,,,68.5833,,,,,,,47.9167,68.25,,,,,,,,
Apples Braeburn,2004/12,60.8888,60.8888,62.8667,,,,46.09,,,,,,,68,,,,,,,41.7636,74,,,,,,,,
Apples Braeburn,2004/11,61.3876,61.3876,62.3875,,,,45.41,,,,,,,68,,,,,,,43.5093,79.5,,,,,,,,
Apples Braeburn,2004/10,62.1073,62.1073,85.65,,,,43.2267,,,,,,,68,,,,,,,50.109,,,,,,,,,
Apples Braeburn,2004/09,100.6688,100.6688,100.6688,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2004/08,93.6,93.6,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2004/07,101.8273,101.8273,101.8273,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2004/06,125.6533,125.6533,125.6533,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2004/05,58.4,58.4,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2004/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2004/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2004/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2004/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2003/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2002/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2001/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2000/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1999/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1998/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1997/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1996/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1995/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1994/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1993/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1992/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,1991/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Boskoop,2020/04,94.5891,94.5891,,,,,62,,,,,,,,,,,,,,,,110.0261,,,,,,,
Apples Boskoop,2020/03,83.1647,83.1647,54.84,,,,63.1833,,,,,,,,,,,,,,,,98.5926,,,,,,,
Apples Boskoop,2020/02,74.5581,74.5581,64.36,,,,64.608,,,,,,,,,,,,,,61.5967,91.1925,80.6451,,,,,,,
Apples Boskoop,2020/01,73.6644,73.6644,78.04,,,,61.598,,,,,,,,,,,,,,58.175,90.416,78.1932,,,,,,,
Apples Boskoop,2019/12,63.7699,63.7699,62.6,,,,57.3083,,,,,,,,,,,,,,49.695,89.8867,64.5419,,,,,,,
Apples Boskoop,2019/11,71.1509,71.1509,46.74,,,,58.384,,,,,,,,,,,,,,54.992,94.352,80.8549,,,,,,,
Apples Boskoop,2019/10,67.4494,67.4494,43.46,,,,60.68,,,,,,,,,,,,,,46.988,106.084,71.8805,,,,,,,
Apples Boskoop,2019/09,68.0484,68.0484,55.08,,,,57,,,,,,,,,,,,,,47.9017,126.0225,,,,,,,,
Apples Boskoop,2019/08,42.695,42.695,30,,,,,,,,,,,,,,,,,,55.39,,,,,,,,,
Apples Boskoop,2019/07,39.1667,39.1667,,,,,39.1667,,,,,,,,,,,,,,,,,,,,,,,
Apples Boskoop,2019/06,43.472,43.472,21.8,,,,45.876,,,,,,,,,,,,,,59.735,,,,,,,,,
Apples Boskoop,2019/05,49.5046,49.5046,,,,,50.86,,,,,,,,,,,,,,46.455,,,,,,,,,
Apples Boskoop,2019/04,42.6853,42.6853,33.3667,,,,49.6,,,,,,,,,,,,,,36.446,,,,,,,,,
Apples Boskoop,2019/03,41.0697,41.0697,35.8,,,,53.0013,,,,,,,,,,,,,,46.7188,,35.338,,,,,,,
Apples Boskoop,2019/02,39.5924,39.5924,29.16,,,,42.584,,,,,,,,,,,,,,44.066,38.82,,,,,,,,
Apples Boskoop,2019/01,35.2581,35.2581,35.525,,,,46.432,,,,,,,,,,,,,,56.17,73.4,17.4766,,,,,,,
Apples Boskoop,2018/12,47.1558,47.1558,33.94,,,,53.434,,,,,,,,,,,,,,44.9033,48.4983,,,,,,,,
Apples Boskoop,2018/11,25.5067,25.5067,36.56,,,,50.266,,,,,,,,,,,,,,41.666,1.31,13.1436,,,,,,,
Apples Boskoop,2018/10,34.4437,34.4437,35.12,,,,57.234,,,,,,,,,,,,,,36.89,71,15.2949,,,,,,,
Apples Boskoop,2018/09,41.9448,41.9448,47.5,,,,68.25,,,,,,,,,,,,,,41.506,88.3333,18.6413,,,,,,,
Apples Boskoop,2018/08,70.585,70.585,65,,,,,,,,,,,,,,,,,,76.17,,,,,,,,,
Apples Boskoop,2018/07,99.3,99.3,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Boskoop,2018/06,98.6,98.6,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Boskoop,2018/05,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Boskoop,2018/04,39.3224,39.3224,,,,,,,,,,,,,,,,,,,,,39.3224,,,,,,,
Apples Boskoop,2018/03,77.6864,77.6864,88,,,,81,,,,,,,,,,,,,,248.7,,37.9427,,,,,,,
Apples Boskoop,2018/02,78.3721,78.3721,83.0333,,,,82.2767,,,,,,,,,,,,,,191.054,,51.8188,,,,,,,
Apples Boskoop,2018/01,78.4007,78.4007,80.82,,,,95.9375,,,,,,,,,,,,,,153.69,94,50.4501,,,,,,,
Apples Boskoop,2017/12,82.392,82.392,116.82,,,,99.428,,,,,,,,,,,,,,111.256,96.6667,57.9924,,,,,,,
